44.0238	530.3334
45.0476	530.3334
46.0714	530.3334
46.0714	528.2858
47.0952	528.2858
48.1191	527.2620
49.1429	527.2620
49.1429	526.2382
50.1667	526.2382
50.1667	525.2144
51.1905	524.1906
52.2143	523.1668
53.2381	522.1430
53.2381	521.1191
53.2381	520.0953
53.2381	519.0715
53.2381	518.0477
55.2857	518.0477
57.3333	518.0477
59.3810	518.0477
60.4048	518.0477
62.4524	518.0477
63.4762	518.0477
65.5238	518.0477
66.5476	518.0477
67.5714	518.0477
69.6191	518.0477
70.6429	518.0477
72.6905	518.0477
74.7381	518.0477
75.7619	518.0477
76.7857	518.0477
77.8095	518.0477
78.8333	518.0477
79.8572	518.0477
80.8810	518.0477
81.9048	518.0477
82.9286	518.0477
83.9524	518.0477
84.9762	518.0477
86.0000	518.0477
87.0238	517.0239
88.0476	517.0239
89.0714	517.0239
90.0953	517.0239
91.1191	517.0239
92.1429	517.0239
93.1667	516.0001
94.1905	516.0001
95.2143	516.0001
96.2381	516.0001
97.2619	516.0001
98.2857	514.9763
100.3334	514.9763
101.3572	514.9763
103.4048	514.9763
105.4524	514.9763
106.4762	514.9763
107.5000	514.9763
108.5238	514.9763
109.5476	514.9763
111.5953	514.9763
112.6191	514.9763
114.6667	514.9763
116.7143	514.9763
118.7619	513.9525
120.8095	513.9525
122.8572	513.9525
123.8810	513.9525
125.9286	512.9287
126.9524	512.9287
129.0000	512.9287
130.0238	512.9287
131.0476	512.9287
132.0715	512.9287
132.0715	511.9049
134.1191	511.9049
135.1429	511.9049
136.1667	511.9049
137.1905	510.8810
138.2143	510.8810
139.2381	510.8810
140.2619	509.8572
141.2857	509.8572
141.2857	508.8334
141.2857	507.8096
141.2857	506.7858
141.2857	505.7620
141.2857	504.7382
141.2857	503.7144
141.2857	502.6906
143.3334	502.6906
145.3810	502.6906
147.4286	502.6906
148.4524	502.6906
150.5000	502.6906
151.5238	502.6906
152.5476	502.6906
153.5715	502.6906
154.5953	502.6906
155.6191	502.6906
156.6429	502.6906
156.6429	500.6430
157.6667	500.6430
158.6905	500.6430
158.6905	499.6191
159.7143	499.6191
160.7381	499.6191
161.7619	498.5953
162.7857	498.5953
163.8096	498.5953
164.8334	498.5953
165.8572	498.5953
166.8810	498.5953
167.9048	497.5715
168.9286	497.5715
168.9286	495.5239
169.9524	495.5239
170.9762	495.5239
172.0000	495.5239
173.0238	495.5239
174.0477	495.5239
175.0715	495.5239
175.0715	496.5477
175.0715	497.5715
175.0715	498.5953
175.0715	499.6191
176.0953	499.6191
177.1191	499.6191
178.1429	499.6191
179.1667	499.6191
180.1905	499.6191
181.2143	499.6191
182.2381	499.6191
183.2619	499.6191
184.2857	499.6191
185.3096	499.6191
185.3096	498.5953
187.3572	498.5953
188.3810	498.5953
188.3810	496.5477
189.4048	496.5477
190.4286	496.5477
191.4524	496.5477
192.4762	495.5239
193.5000	495.5239
194.5238	495.5239
195.5477	494.5001
196.5715	494.5001
197.5953	493.4763
199.6429	493.4763
199.6429	492.4525
201.6905	492.4525
202.7143	491.4287
203.7381	491.4287
205.7858	491.4287
205.7858	490.4049
207.8334	490.4049
208.8572	489.3810
209.8810	488.3572
212.9524	487.3334
213.9762	486.3096
216.0239	486.3096
216.0239	485.2858
218.0715	485.2858
219.0953	485.2858
219.0953	484.2620
220.1191	484.2620
221.1429	484.2620
221.1429	482.2144
223.1905	482.2144
224.2143	482.2144
226.2619	482.2144
226.2619	481.1906
227.2858	481.1906
227.2858	480.1668
228.3096	480.1668
229.3334	480.1668
230.3572	479.1429
231.3810	479.1429
231.3810	478.1191
233.4286	478.1191
234.4524	478.1191
235.4762	478.1191
237.5239	478.1191
238.5477	478.1191
240.5953	476.0715
242.6429	475.0477
243.6667	475.0477
244.6905	475.0477
245.7143	475.0477
246.7381	475.0477
249.8096	473.0001
252.8810	471.9763
253.9048	471.9763
256.9762	469.9287
259.0239	469.9287
260.0477	468.9049
261.0715	467.8810
262.0953	467.8810
263.1191	467.8810
263.1191	466.8572
264.1429	466.8572
265.1667	466.8572
266.1905	464.8096
268.2381	464.8096
269.2620	464.8096
271.3096	462.7620
272.3334	462.7620
274.3810	462.7620
275.4048	460.7144
276.4286	459.6906
277.4524	459.6906
278.4762	459.6906
278.4762	458.6668
280.5239	458.6668
280.5239	457.6429
280.5239	456.6191
281.5477	455.5953
281.5477	454.5715
283.5953	452.5239
284.6191	451.5001
286.6667	448.4287
289.7382	445.3572
290.7620	441.2620
290.7620	438.1906
291.7858	437.1667
291.7858	436.1429
291.7858	435.1191
292.8096	433.0715
292.8096	432.0477
292.8096	430.0001
292.8096	428.9763
294.8572	426.9287
294.8572	425.9048
294.8572	423.8572
294.8572	421.8096
294.8572	420.7858
294.8572	419.7620
294.8572	418.7382
294.8572	417.7144
294.8572	416.6906
